"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value","variantAttributes/3/key","variantAttributes/3/value"
"United States",,"2025-04-27",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","17",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I had to pay somebody to get it out of a loop it would not unlock it was stuck in a loop but they hooked it to iTunes and reinstalled everything and then it worked. Nice color, durable, functions good now, a bit expensive for lower model but we needed one asap","R3OYM2J8ZZ6LDK",,,,,,,,,,,,,,"Okay had some issues but paid to get it fixed","https://www.amazon.com/gp/customer-reviews/R3OYM2J8ZZ6LDK","Reviewed in the United States on April 27, 2025","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-05-27",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","18",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Telefono que recibí rallado en la pantalla","RRCZYT86YAAFW",,,,,,,,,,,,,,"Tellefono","https://www.amazon.com/gp/customer-reviews/RRCZYT86YAAFW","Reviewed in the United States on May 27, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-22",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","19",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","My mom's iPhone 12 Pro still going strong after 3 years! The camera's incredible, battery life holds up well, and the screen's amazing. Durable design withstood many accidental drops. Minor battery drain over time, but overall, it's been a perfect blend of style, functionality, and ease of use for her.","RI2DG3E42GGFU",,,,,,,,,,,,,,"Trusty Sidekick","https://www.amazon.com/gp/customer-reviews/RI2DG3E42GGFU","Reviewed in the United States on April 22, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-05",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","20",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Totally unlock transferred service easily as this was a replacement phone the previous phone needed a new battery but could not be service for because the back was broken and cracked and when it rains it pours not pun intended but She dropped it in the shower and then screen would turn off easily. She transferred ALL 512 GB using the side by side technique. We’ll see how it goes later down the line. Me personally will not be purchasing a phone brand new going forward. Please note that her last phone was a 12 Pro Max so she downgraded in size but she is happy. Thank you to the seller and if things go well I may be upgrading. And oh, it’s pretty too.","R3ST9TDCQK0625",,,,,,,,,,,,,,"Worked Right Out Of The Box!","https://www.amazon.com/gp/customer-reviews/R3ST9TDCQK0625","Reviewed in the United States on February 5, 2025","12411","457",,,"Size: 512GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","512GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-10",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","21",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I was very skeptical at first i’ve never bought a phone refurbished before. Honestly besides one scratch on the side of the phone the screen is perfect. The battery is at 89 which is great. Honestly if your one the fence just do it it’s honestly a good purchase for decent money.","R17UQLS9A1GKBP",,,,,,,,,,,,,,"Phone","https://www.amazon.com/gp/customer-reviews/R17UQLS9A1GKBP","Reviewed in the United States on April 10, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-09-07",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","22",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I got the iPhone 12 Pro with Amazon’s “renewed - premium” option. The brand was “HybridIT”. Just got the phone today, and it’s working great and as expected so far, but do I have a few concerns. My biggest concern is with the packaging. The phone was simply placed inside the cardboard insert with no foam sleeve or protection (as shown in 1st picture). You can see there’s about a 1/2 inch of wiggle room with nothing holding it in place, meaning it was very likely sliding around the cardboard during transit. Luckily I didn’t notice any major damage or scratches. Another smaller concern is that the phone was visibly not thoroughly cleaned. The smudges and marks easily came off, but you can see some grime along the side edges (refer to pictures). I was hoping for a higher standard of cleanliness with Amazon’s highest option. Otherwise, the phone does work great and feels almost brand new. I’ve tested all the features with no problems and was pleasantly surprised to see the battery health was at 94%, which is really good considering phones generally degrade to around 90-80% (depending on use) after a year or two. Keep in mind, I’m not sure if the packaging issue is a problem with Amazon renewed or HybridIT. However, all in all the phone itself is in good condition. Hope this helps!","R1QBMXJCSSRCZZ","https://m.media-amazon.com/images/I/61-9YfeLbOL._SY88.jpg","https://m.media-amazon.com/images/I/61DfTESERhL._SY88.jpg","https://m.media-amazon.com/images/I/61N-zGUwFkL._SY88.jpg","https://m.media-amazon.com/images/I/61WcuaTcgxL._SY88.jpg","https://m.media-amazon.com/images/I/61mkKrzBoeL._SY88.jpg","https://m.media-amazon.com/images/I/61pSz0pAIuL._SY88.jpg","https://m.media-amazon.com/images/I/61um7ZvkWbL._SY88.jpg","https://m.media-amazon.com/images/I/61vuM9sJkpL._SY88.jpg",,,,,"27","Phone came in good condition, but wasn’t fully cleaned","https://www.amazon.com/gp/customer-reviews/R1QBMXJCSSRCZZ","Reviewed in the United States on September 7, 2024","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed Premium","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2025-05-08",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","23",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","El nivel de batería","R1O4GKS0RRL379","https://m.media-amazon.com/images/I/61WpZp39kmL._SY88.jpg","https://m.media-amazon.com/images/I/61rwyGbpu-L._SY88.jpg",,,,,,,,,,,,"Esta nítida la carcasa pero el nivel de batería esta al 84","https://www.amazon.com/gp/customer-reviews/R1O4GKS0RRL379","Reviewed in the United States on May 8, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-05-09",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","24",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Bien","RXPZJOSA5RBGH",,,,,,,,,,,,,,"Bien","https://www.amazon.com/gp/customer-reviews/RXPZJOSA5RBGH","Reviewed in the United States on May 9, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-29",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","25",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Good value for the money","RV6QHYQ7PUWBI",,,,,,,,,,,,,,"I 12pro","https://www.amazon.com/gp/customer-reviews/RV6QHYQ7PUWBI","Reviewed in the United States on April 29, 2025","12411","457",,,"Size: 128GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2024-08-14",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","26",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I did receive my item very quickly,I did have issues with it when I first bought it. I had difficulty hearing when I received or tried to call someone using the phone. I did . contact customer support. They sent a link for me to contact Apple as they were the manufacture. Apple did set me up with an appointment to have it checked out. They did fix the sound issue but also told me I had faulty microphone.. so evidently everything is not exactly checked out to make it like new when you buy a renewed phone. This was the second 12 Pro that I bought through Amazon Amazon. The first one I sent right back.. On that note, I do like the phone. I think I will try out my phone for a bit to see if I have any more issues before I see if I need to send it back , it does have a warranty . I did buy an OtterBox case for it which I like really well.. I hope this helps anyone that is looking for a phone.","R2R03UA6RYBCMO",,,,,,,,,,,,,"3","iPhone 12 Pro","https://www.amazon.com/gp/customer-reviews/R2R03UA6RYBCMO","Reviewed in the United States on August 14, 2024","12411","457",,,"Size: 256GB, Color: Pacific Blue, Service Provider: Unlocked, Product grade: Renewed Premium","B08PMYLKVF","Size","256GB","Color","Pacific Blue","Service Provider","Unlocked","Product grade","Renewed Premium"
"United States",,"2025-04-16",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","27",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Little scratches. It ok so far.","RXTPPVRA6HULG","https://m.media-amazon.com/images/I/614q9Br4L4L._SY88.jpg","https://m.media-amazon.com/images/I/61WwG8DXh9L._SY88.jpg","https://m.media-amazon.com/images/I/61ZAUNeEgrL._SY88.jpg","https://m.media-amazon.com/images/I/61k-4CSLOdL._SY88.jpg","https://m.media-amazon.com/images/I/61vQXYCiGdL._SY88.jpg",,,,,,,,,"It’s ok.","https://www.amazon.com/gp/customer-reviews/RXTPPVRA6HULG","Reviewed in the United States on April 16, 2025","12411","457",,,"Size: 128GB, Color: Graphite, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Graphite","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-02-28",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","28",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I received the product on February 19 when it said February 26 which was the original date of delivery. iPhone 12 Pro is in working condition but the issue was the battery. I had to make an appointment via the Apple Store sometime in march because this month is coming to a close.","R37BPG0CNDPYM",,,,,,,,,,,,,,"My_iphone_12_pro","https://www.amazon.com/gp/customer-reviews/R37BPG0CNDPYM","Reviewed in the United States on February 28, 2025","12411","457",,,"Size: 128GB, Color: Silver, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Silver","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-03-05",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","29",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Bought it as Refurbish Phone,no scratched on it,looks like new but it did not work like new..Even with my cellular data and wifi running,the data lacked speed on it.It took a long while for it to load while I was surfing the internet on it.Light weight.","R191E7WKMZFE1B",,,,,,,,,,,,,,"Nice","https://www.amazon.com/gp/customer-reviews/R191E7WKMZFE1B","Reviewed in the United States on March 5, 2025","12411","457",,,"Size: 256GB, Color: Gold, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","256GB","Color","Gold","Service Provider","Unlocked","Product grade","Renewed"
"United States",,"2025-04-09",,"fourStar","https://www.amazon.com/Apple-iPhone-128GB-Pacific-Blue/dp/B08PMYLKVF/ref=sr_1_1?crid=3DYDV033CD8LK&dib=eyJ2IjoiMSJ9.gWSd3EjXIXSMAOAYU59F7QXxZChDXkSmsLnXSs7JKEaSNkfKs0MhADDZgneWdy50zuff_oSgekE_DM29an22RQLyj_xcLIGtxlrD77wdNbIumgQJ8kFuTg5-C8LV-R69tTJLxRiElJwawPqjHJhf5OBBdfVvPp3gQvyBhOJhIJnKNbnIMKi2KFALy83Ct-Qhg9D9m3uBVhyCzZVhMsEi5BFMysip3aW1_LAp4L1slg4.gMYwI8r_i-HvPImpTtJukBqb9BEiXdigCYTqEhrUySQ&dib_tag=se&keywords=iphone%2B12%2Bpro&qid=1752790763&sprefix=*%2BiPhone%2B12%2Bpro%2Caps%2C705&sr=8-1&th=1","false","true","30",,,"B08PMYLKVF","B08PMYLKVF","4","https://www.amazon.com/product-reviews/B08PMYLKVF?pageNumber=1&filterByStar=four_star&sortBy=helpful&formatType=all_formats&asin=B08PMYLKVF&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","En estética bien pero muy baja batería 87%","R2RB2D9GV8T73I",,,,,,,,,,,,,,"Bien","https://www.amazon.com/gp/customer-reviews/R2RB2D9GV8T73I","Reviewed in the United States on April 9, 2025","12411","457",,,"Size: 128GB, Color: Gold, Service Provider: Unlocked, Product grade: Renewed","B08PMYLKVF","Size","128GB","Color","Gold","Service Provider","Unlocked","Product grade","Renewed"
