model,ratingScore,date,full_review_text,sentiment_score,final_topic
iphone 12 pro,1,2025-06-16,Very bad.From the first day the screen screen was locking,-1,Battery Life & Charging
iphone 12 pro,1,2025-02-10,"bad proximity sensor now stuck on apple flashing logo. in less than a year. the phone stopped working. it had a back proxmity sensor and then it would no loger update it got stuck on the apple flashing logo, doesn;t work anymore. what a waste of money. do not buy used or refurbished your are not really saving that much money",-1,Battery Life & Charging
iphone 12 pro,1,2024-03-17,"Poor customer service. Phone had issues with charger port and will not charge. Contacted customer service and was told to return it for a replacement. I recieved all return instructions and packing slip and was told I can return the phone by 4/3/23. It took me a few days to find a replacement phone to use while I was waiting to receive the new one. I got phone reset and packaged to return for a replacement when all of a sudden got told I could no longer return the phone even though it was way before the return by date I was sent of 4/3/23. Now I am stuck with a damaged phone. The whole reason I purchase through Amazon is for the return guarantee, and am disappointed in the customer service I recieved",-1,Phone Functionality & Defects
iphone 12 pro,1,2025-01-24,Device had internal issues not allowing it to be connected to Carrier network. Product did not work wouldn’t stay connected to network. Returned is on its way back saying 30 days for a refund which is BS. $380 and I have to wait weeks to a month to even be issued a refund. DO NOT BUY FROM THIS COMPANY. Amazon has failed also. Customer service use to be good. Now they don’t care if you die waiting for a refund. They just give excuses after excuse. F*** Amazon,-1,Phone Functionality & Defects
iphone 12 pro,1,2025-04-07,The battery does not work.The battery since I turned on it was frequently downloaded and now it doesn't last more than two hours.Here who responds?Because it is a problem of the battery charge,-1,Seller & Carrier Unlockability
iphone 12 pro,1,2023-04-17,"Buy phones from someone else. I paid for an Amazon Renewed iPhone 12 pro. A fairly expensive renewed phone that was backed with a 90 day ""Guaranteed by Amazon Quick support for claims and troubleshooting. Eligible for replacement or refund within 90 days of receipt if you are not satisfied."" Well this phone constantly froze and required restarts. I spent hours trying to troubleshoot but I think the phone was just bad. Upon returning the phone within 90 days I was issued a partial refund by the seller with an almost $90 restocking fee. This goes against the Amazon renewed phone guarantee - even if I had returned it just because I didn't like it - let alone it was defective. Further - the battery was only at 81% - just barely above the required minimum. Now I have to spend time working with Amazon just to reclaim the refund I was ""guaranteed"". Waste of time and terrible seller - clearly trying to make money restocking garbage phones.",-1,Phone Functionality & Defects
iphone 12 pro,1,2024-10-11,"They don’t test the phones be careful. They don’t inspect the phones or do diagnostic tests it’s a lie , they sent me a phone that I can’t do nothing with, just turn it on and look at the screen, the phone doesn’t connect to wifi Or Bluetooth because of internal damage that they should’ve detected when they ran their diagnostic test, also it was damage to the SIM card part of the phone , I took the phone to apple and it was a rap sheet of errors and damages to the phone, shouldn’t Amazon’s diagnostic testing pick that up as well🤔",-1,Phone Functionality & Defects
iphone 12 pro,1,2025-04-10,"Stay Away!. I wish I could give zero stars, phone stop working completely in 6 months, no drops or any kind of accident seller couldn't care less, never buying refurbished again",-1,Phone Functionality & Defects
iphone 12 pro,1,2024-12-14,"He came with failures.The cell phone came with replacement in the camera, the 1x camera looks opaque and does not focus, I have no option to return because I trusted Amazon and send it as a gift to another country and for times I have no time to return it, I hope to solve and do not give damaged products to customers or at least mention because it is supposed to be bought in a “excellent” state, very dissatisfied with this purchase",-1,Phone Functionality & Defects
iphone 12 pro,1,2025-04-27,Iphone 12 pro. Didn't get a case or screen protector had to order my own and saw little marks on it.,-1,Screen & Cosmetic Condition
iphone 12 pro,1,2025-05-10,Garbage. Will NOT restore or update. just gets in a loop. home button damaged. Don't buy from Tech Exchangee,-1,Phone Functionality & Defects
iphone 12 pro,1,2025-02-13,Never believe Amazon that is excellent or even works. Was suppose to be and paid for excellent condition Looked perfect but does not work right. Automatically shuts off by itself for no reason. Phone service provider says it is the phones fault and there is something wrong with it.!,-1,Battery Life & Charging
iphone 12 pro,1,2024-06-04,Phone did not match specifications or condition described. Camera did not work properly and batter was defective. Seller refused to send replacement until I deleted the current phone which meant I was expected to go without a phone for an indefinite period of time while waiting on the new one (which could have also been defective). Deleting my phone fully versus copying it to the new device would have caused me to lose my data and phone number so I chose to return and purchase elsewhere. This seller is not a reliable or understanding seller. To make me lose my only phone in order to get a replacement instead of letting me just send the defective one back once I get the new one?,-1,Phone Functionality & Defects
iphone 12 pro,1,2025-04-14,Beware!. Phone was supposed to be in excellent condition but battery was below 80 percent health and had no sound! Apparently they don’t inspect their phones like they advertise,-1,Seller & Carrier Unlockability
iphone 12 pro,1,2022-04-14,"Not as advertised. I actually like the phone and often buy renewed electronics from Amazon. I purchased this phone and everything works except the fact that there is a separation in the upper left hand corner of the phone that could possibly compromise the water resistance of the phone. The phone is sold as renewed with minor imperfections, but this is a major imperfection that could compromise the life of the phone. For the price I paid, I don’t see the value when I have to deal with these types of issues. As I have said before, I have bought other phones from the Amazon Renewed program and have never has a problem. In this situation I have given the seller the same information that I’m sharing here and they are giving me “the run around”. I only want a replacement for the phone as I need it for work. Unfortunately, I’m unable to currently reach that goal",-1,Phone Functionality & Defects
iphone 12 pro,1,2022-09-21,"What a scam. I'm not usually one to make an accusation like that so quickly, but this phone clearly was never inspected by anyone. Here is what is wrong with the device I got: - It cannot hold a charge past 10%, I cannot even complete setup because it requires 20% to update the software. - The charging port only works for one side of the lightning cable, meaning half the time you plug it in you have to flip it around and plug it in again. This iPhone's charging cable is designed to be plugged in either way and still work. - It is dirty and has several chips around where the metal casing and screen meet (not a big deal but it is DEFINITELY visible from any distance you look at it from). I am convinced that this phone was purchased on eBay or something and upsold on Amazon. I am very upset that the $720 I spent on this phone went nowhere and will be expecting a refund.",-1,Battery Life & Charging
iphone 12 pro,1,2025-01-12,"Disappointed !!I am very disappointed, I have always bought my electronic items by Amazon, but this you went very bad to the cell phone I had to change the battery the headset did not serve either I had to change it, because I did not return it for that I live in another country and that is complicated and tedious but I have a bad taste with this purchase, it is very unfortunate",-1,Seller & Carrier Unlockability
iphone 12 pro,1,2025-04-16,Unknown battery.Very bad experience .... They wasting time and money in a product which they sent me with a battery problem ... Unknown piece 🤬 ... inefficiency and lack of professionalism ...,-1,Phone Functionality & Defects
iphone 12 pro,1,2025-06-03,The phone is not working. Wasn’t good it’s not turning on,-1,Battery Life & Charging
iphone 12 pro,2,2025-07-06,Should have demanded a replacement. I contacted the seller when the phone was purchased because the speaker phone doesn’t work and you can barely hear the other caller when using like a phone. So I have no choice but to use a headset. Today I tried making a short video for a friend. The sound was distorted and scratchy. I don’t know what else is wrong with the phone. I’ve only owned it 6 months.,-1,Battery Life & Charging
iphone 12 pro,2,2025-05-31,Bad experience.I bought this team a few days ago because I said it was a liberated team and took a bad experience when I tried to put my sim and I did not read it to get a solution and I only got the return which I made the next day that arrived and I have not yet obtained my money and now I am without money and without a phone the phone is the good condition aesthetically and I had an 85% battery but I still felt cheated with my purchase for that.,-1,Phone Functionality & Defects
iphone 12 pro,2,2023-06-04,"Phone defective. Got it yesterday, June 2. Looks brand new. Got all info transferred and set up without issues. All the sudden screen went black. Took hours for it to come back on. Today, 6/3/23 it was stuck on black screen most of day. I would think they would put it through heavy testing before recertification or refurbishing. This isn’t good because I cannot check my blood sugar. Ithrough my the app. Not at all happy. Today is June 16th. Phone continues to black out. It does eventually come back on. Not sure what to do. I need a phone even if it’s working half the time. I could exchange or get a refund but I would have to reset and then I would be without a phone. This is so frustrating!. So is not August 12th. My phone went. black for good. I should have called it in as defective but I wanted to prove that this phone was defective. No doubt that it was a problem with the OS system. If I kept the phone constantly on it would not go black. But it could never be locked or go to sleep. This was a pain because I had to be careful not to call someone by mistake. Now that my over $500 iPhone 12 Pro has died and gone to heaven I will NEVER buy another refurbished phone unless it is from APPLE because they will back their products. I think this would have done better if from Amazon but I did not want to deal with a third party and go through the hassle of trying to get my phone back on so I could factory reset it before being sent back. There would have been no way would send my phone back and it was signed into my iCloud and someone would have access to all that information. So I lost over $500 dollars because I could not reset my phone to send back. Just beware that you might might get a defective phone or a great phone.",-1,Phone Functionality & Defects
iphone 12 pro,2,2025-05-13,"1 big bummer fault. Everything in working order except rear camera at 1x completely out of focus, not remedied by restarts or recalibrations. Regrettably did not return it because was already overseas for several months. Fixing lens with Apple would of cost half the purchase price of phone. So all my rear cam photos and videos are in .5x and 2x",-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-07-14,Phone Condition. Why did you pick this product vs others?: This is supposed to be excellent but the battery health is 82% and the speakers on it are ridiculously quiet.,-1,Screen & Cosmetic Condition
iphone 12 pro,2,2023-09-19,"Almost too good to be true. 3 month update: Stick to Apple. Buying an Amazon-refurbished iPhone 12 Pro was a big mistake. Just 3 months later, my phone blacks out, I mean the screen turns off while I’m using it and it’s very difficult to turn the screen back on. I literally have to wait until it’s ready to do it on its own. And yes, all my updates are current. Btw, I bought one in gold and another in pacific blue and they both have similar issues. My advice, purchase direct from the Apple Store and save yourself the headache and additional expense. Initial review: Firstly, the phone arrived ahead of schedule. Outward appearance, 10/10 as there were no scratches or distinctive markings on the phone. Upon testing the phone, which I initially thought worked perfectly, I realized that there was no audio coming from the ear speaker/receiver. I reported the issue to my seller, MOBILESUPPLY, who admittingly was very quick with their responses and were willing to assist with a return or a refund. Luckily, we were able to run a complete diagnostic with Apple who in the end fixed the speaker issue, which required me leaving the phone at the store for a few hours. Overall, the product was well kept, although I strongly suggest MOBILESUPPLY retest ALL aspects of the phone's performances before selling it to customers. This could have easily cost me additional funds, or I would have to go through the hassle of returning the item as I live outside of the US and was only there for 3 days. :(",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-03-15,"disappointed :/. i was worried about buying a used iphone from amazon but my family convinced me it made the most sense. i got the phone and thought everything seemed great but about two days in the phone started glitching all the time, anything related to the touch screen both acted by itself and didn’t react to my touch, typing things, calling people, opening and closing apps, trying to delete apps, it would get louder and quieter without the volume visibly changing, all sorts of other crazy things, when it worked it actually worked alright, pretty decent battery, solid camera, sound quality wasn’t too bad, but like everyday multiple times a day usually, it would totally glitch out and i’d have to turn it all the way off to make it stop and sometimes that didn’t even really work. i didn’t want to return it because i had to manually transfer a bunch of stuff from my old phone cause it’s to old for the tap transfer, and i didn’t want to deal with that again, but it just kept gettin more and more frequent and id honestly rather have my busted iphone 8+ than this. maybe it was just this one phone but im honestly ready to switch over to a whole different phone brand after this im so over it",-1,Battery Life & Charging
iphone 12 pro,2,2025-01-12,"Avoid MCEsales when purchasing a used device!. I purchased a refurbished iPhone 12 Pro from MCEsales. The phone bit the dust in less than one year! It began to glitch and then dove into an unrecoverable ""boot loop"" for which I took it into an Apple service center. They said there was a problem with the hardware and to fix it would cost more than I paid for the phone. I contacted MCEsales to see if they would honor their products and consider giving me a partial refund. Their response was basically- nope! It's outside of the 90 day warranty. PLEASE do not the mistake of purchasing a phone from these people.",-1,Phone Functionality & Defects
iphone 12 pro,2,2025-06-08,"Cell phone bit the dust.. I ordered this cell for my daughter, in August 17 2024. Now it won’t turn on. (10 months)",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2024-11-10,"$400 broken phone 😒. I hate this phone now. It’s now February 2025 and I bought this iPhone 12 in November 2024. Amazon can’t be doing good quality checks. Now I’m aware that my phone is refurbished. But my last 2 iPhones were as well. But this one, out of the box, my bottom speaker has never worked. I have had a case on this phone since I bought it. As time goes by, the bottom of my screen where the non working speaker is, is slowly turning multicolored with these lines up my screen. It’s been expanding for about 2 weeks now. This was a Christmas gift for myself and sadly it is horrible. I basically paid $400 for a broken phone. Also my screen keeps dimming on its on. My auto brightness has never been on and it overheats for no reason. Please do better Amazon.",-1,Battery Life & Charging
iphone 12 pro,2,2025-05-11,"Good external, bad battery replacement. Everything works fine, none of scatches. The battery has been replaced and its maximum capacity is 100%. However, this device keeps getting hot after 5 mins of usage even though i haven't turned on any apps.",-1,Battery Life & Charging
iphone 12 pro,2,2025-05-09,"I didn't come as I asked.I made the purchase and select “Excellent”, but the device did not come like this, it brought many scratches in its frames and in the back it has many spots and brands of use, it is not at all “excellent”",-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-04-20,"Low battery. The seller was WirelessSource, I paid for the most expensive option expecting a quality product, it arrived with 77% battery and with physical details, 0 recommended",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2025-04-21,No Dual Sim as mentioned. They said the phone has dual sim. But mine has only one slot,-1,Screen & Cosmetic Condition
iphone 12 pro,2,2024-06-03,"Refurbished doesn't have to mean inconvenient.. I started with my daughter sustained some damage to her primary phone that left it unusable. We're all very busy and she works as well as goes to school and is always on the move. So we thought quickest thing to do, was to get a phone on Amazon, we received it in a very timely fashion thanks to my Amazon Prime level of service. But since we've gotten it, the battery has been draining very quickly. At times constraints have left us trapped with this phone for now having to carry a charger with it at all times and it sometimes running out before reaching certain destinations. The seller refunded at least $25 out of the nearly $400 then we were charged for this phone. And all they could say is that it's a refurbished phone that we should expect these things. But even a used car will have newer tires on it before reselling, so they should have put a new battery in it at least. This is my first negative review ever.",-1,Battery Life & Charging
iphone 12 pro,2,2025-04-30,Wrong charger. The charger that come with is not a iPhone charger.,-1,Seller & Carrier Unlockability
iphone 12 pro,2,2025-04-17,"Low battery capacity. Battery capacity is below stated 80% level, only 77%",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2025-01-27,"Issues after 3 months. I’ve had this phone since October 2024.. here we are January 2025 and I have to take it to Apple. The phone will not charge even after checking the charging port, changing chargers, even changing outlets. Each of the chargers I used charges my sisters phone and my iPad with no issues, which lets me know the issue is with the phone itself. The phone was perfect up until this. There is no water or physical damage to the phone.",-1,Battery Life & Charging
iphone 12 pro,2,2023-01-26,A Great Idea Turned Bad!. With the cost of cell phones being expensive it sounded like a great idea to purchase a “Renewed” phone. The warranties and guarantee of 90+ made the Premium Renewed a great choice. The first phone was near perfect except it arrived at 89% on the battery. So why not try again and exchange it for another one. Well no exchanges are offered. So I was told to buy another one and send the first one back for a refunded. The second phone arrived with several nicks around the face plate but it was 91%. I decided to live with the first phone and send the damaged one back. It’s now been 3 weeks since it arrived back at Amazon with no acknowledgement of receiving it. All I have is the tracking number showing a delivery. After several attempts to get the refund back I still have no indication that it’s coming soon. So much for the statements in the description that you can return the phone with no issues for up to a year. Next time I’ll just go to the Apple website and buy it there. They add a new battery and a new case for only a few dollars more.,-1,Phone Functionality & Defects
iphone 12 pro,2,2024-06-20,Would've been a perfect phone BUT... I ordered the iPhone 12 Pro in acceptable condition on the 13th and it came in 1 day earlier than expected on the 19th (awesome). It had very light scratches on the chrome side-part of the phone none of which were noticeable from a glance. My only problem is the phone that I had received was defective. It could not connect to any internet networks. I somehow got it to work after an hour of troubleshooting only for it to go back to its defective state after about 3 hours of internet connection. I researched this problem and found out many other people are having this problem with their iPhone (12/12 Pro/12 Pro Max). My problem with the seller is that they probably didn't check for this issue before sending me this phone. I will send the phone back and request a refund.,-1,Phone Functionality & Defects
iphone 12 pro,2,2025-01-17,"Poor quality for excellent condition. I bought this iPhone 12 Pro listed as excellent condition but it was far from that. The battery health was only 76% which is unacceptable and the speaker sounds damaged most likely from water exposure. While it looks fine cosmetically, the performance doesn’t match the description. I had to return it. The only reason I’m giving it two stars is because it had no significant physical damage.",-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-01-27,"Covered-Up Damages. Phone arrived with a screen protector on it. When I removed the screen protector it revealed many scratches in the glass screen, and the bottom of the phone has scuffs/scratches/dents from the previous owner. You get what you pay for with refurbished phones, but I was hoping there would be less obvious marks and scratches with the ""premium"" refurbished.",-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-04-01,bad battery. phone died after 2 hours of having a full charge,-1,Seller & Carrier Unlockability
iphone 12 pro,2,2025-02-08,"They don’t use Apple approved parts. I got a iPhone 12 Pro. Apparently they replaced the camera and display but didn’t use Apple licensed parts so there were error messages as soon as I turned the phone on. If the parts aren’t Apple certified, some of the functions don’t work probably. I sent it back. Waiting for a refund.",-1,Battery Life & Charging
iphone 12 pro,2,2025-04-02,Display. comes with a counterfeit screen not a genuine apple screen,-1,Seller & Carrier Unlockability
iphone 12 pro,2,2023-09-29,"Defective. The physical appearance of the phone was like a brand new. That’s is why I am giving at least 2 stars. I really loved it when it first arrived. First few days, it was working very well. Then after some days, I noticed some problem with the Bluetooth connectivity and the Face ID feature. Bluetooth connectivity issue was on and off. I ignored it. Then, within a month or two, the display started having issues. The brightness of the phone is gone now completely. It is all dark even after setting the brightness to the highest level. Can’t use the phone in bright sunny day ofcourse. Then, I realized that is why the Face ID feature was not working properly. I waited to request the return because I was on vacation and out of country. Otherwise, I would’ve initiated the return within a month. I bought it, thinking of the environment and cheaper price. But, now I think it was waste of time and money. Please don’t sell the defective products.",-1,Battery Life & Charging
iphone 12 pro,2,2024-11-16,"Beware! Cameras may stop working quickly and unexpectedly. I bought this phone for my son and it looks great. Battery is decent- around 80%, works as expected for phone calls and texts and games. However, both cameras just stopped working in less than 10 days at the same time and now my son has to steal my phone constantly to take photos/ videos. I would give this a great review if it weren’t for that and my son takes tons of photos so it has become stressful at times.",-1,Battery Life & Charging
iphone 12 pro,2,2025-04-14,Phone is used I know but I had to many scratches. A lot of scratches on sides,-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-04-08,Phone is okay. Phone only lasted 7 months,-1,Battery Life & Charging
iphone 12 pro,2,2024-11-21,"Terrible service. I had ordered this phone for my son on October 12 and it arrived November 20th. The shipping kept getting delayed all this for the battery capacity to be at 79% and the phone to have scratches on it. You would think for the wait you’d get a phone in better condition. I’m only leaving a 2 star review just because the phone actually works and turns on, would not recommend.",-1,Phone Functionality & Defects
iphone 12 pro,2,2025-03-10,Battery issues. The iPhone was shipped with low quality battery and it has damaged my screen and won't hold charge very long.,-1,Battery Life & Charging
iphone 12 pro,2,2025-03-11,Not sure if completely unlocked. The phone is not allowing to get signal to be able to use it.,-1,Phone Functionality & Defects
iphone 12 pro,2,2025-03-15,"Not a Verizon phone, as advertised. I'm disappointed that this phone was not a Verizon phone, as advertised.",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-04-12,"Slow refund for a defective iPhone!. The iPhone 12 arrived as promised, appearance like new. When trying to boot it up nothing happened, battery was completely discharged. Amazon promised a refund approximating the cost of a battery replacement. Fair deal. After transferring and installing everything I experienced frequent drops and messages about 'Loss of connectivity'. So, I returned the phone to Amazon immediately. Now, more than 2 weeks later, I am still waiting for a refund for an obviously defective product, with the vague promise that they may refund my money in a week. Come on Amazon, you can do better! With a phone that was certainly not as prime as advertised you shouldn't have to sit on your customer's money for 3 - 4 weeks!",-1,Phone Functionality & Defects
iphone 12 pro,2,2023-01-31,"International buyers dont risk it! Buy new!. Product arrived in good physical but went totally downhill after. The battery loses total power in less than a day while in idle mode with wifi and data off. This was an issue I accepted to rectify because of the hassle and cost of international returns. The deal breaker for me was the fact that phone is crippled with regards to bluetooth function. After several factory, network and DFU resets the bluetooth still fails to function. It is not recognizable to or from any other of the multiple functioning devices when checked. At this point i just have to accept loss or pay the high rates to return the item as there's little or no help catering for international buyers who are face with similar problems. It a case of weighing out your return cost vs cost of actual. I humbly suggest again to anyone outside US who is considering renewed products . Save up! Purchase new or local!",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-07-12,"Premium not really…. Bought the premium renewed option. Out of box it did not contain a SIM card removal tool even though it states on one of the papers in the open me first packet that it does, (can’t put in my sim without it). They give you a list of things that they say have been checked by quality control. One that was checked that shouldn’t have been was cleanliness. Speakers and holes at the bottom of the phone were filled with dirt. Battery capacity came at 92%. Overall currently not really satisfied but we’ll see how it hold out in the coming weeks. Overall I think this quality phone was excellent, not premium like what I paid for.",-1,Screen & Cosmetic Condition
iphone 12 pro,2,2025-03-02,I receive my iPhone at time. Because I receive this iPhone good quality,-1,Phone Functionality & Defects
iphone 12 pro,2,2025-01-06,"Already had to do some repairs on it.. Although, I love the device. It did came with frame scratches and dents. When it said it wouldn’t, a month has passed and the battery health already was reduced to 75% indicating me it needs a battery replacement. I guess you get what you pay for.",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-12-06,"Incorrect parts sent. While the phone is fine beware the parts sent. When contacting support to get a replacement for what they provided charger, they will only complete full returns to include the phone which is a problem if you have completed the set up",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-12-26,"NOT UNLOCKED. When i was looking for a new phone for my daughter I came across this, says it's unlocked to all carriers but when trying to set it up turns out that the SIM IS LOCKED! Meaning I can't activate it with my carrier.",-1,Phone Functionality & Defects
iphone 12 pro,2,2022-12-06,"I guess I got a bad one out of the batch. Hello, I first would like to say thank you for the timely shipping. However, I am not too impressed with the phone. I purchased from this seller specifically because of the reviews but it seems as if I got a bad phone. The front face of the phone is scratched to the top. The battery health is 88% and upon getting the turning on the phone it was dim, turned up the brightness still dim barely can see. This resulted with me taking it to the Apple Store and having them take a look. They told me it’s either software issue or a problem with the phone. I spent the money for an excellent condition phone and I’m not getting this. Update: A few months with having the phone and my camera freezes. I’m not allowed to take any photos AT ALL. This morning I received an error that signifies that the my camera is definitely not working. I’ve attached a photo for reference. I’m being forced now to look into getting another phone.",-1,Battery Life & Charging
iphone 12 pro,2,2024-11-02,The battery won't stay charged very long.. The phone seems to be working fine. The battery lasted all day yesterday but I only made 6 calls. It charged pretty quick. I'm looking at replacing the battery. I'm wondering why they don't replace the batteries on the refurbished phones and charge a little more money. It seems to be a big complaint.,-1,Battery Life & Charging
iphone 12 pro,2,2023-12-20,"Mehh. I was originally excited for a new phone upgrade! The phone came in with a few scratches on it and was in overall good shape. I did however have an issue about two to three week in my phone would shut itself off and would not come back on for HOURS. I was able to return the phone and got a refund even though I would've preferred a replacement since I was being left without a phone. Customer service wise things were slower, but everyone was helpful and eventually got me my money back. Overall I was impressed with their service and was afraid I'd be scammed, however they proved me wrong!",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-09-30,Hardware issues. Can’t get Face ID to work and have tried all recommend suggestions passcode works but not face recognition so wasted money on that part of the phone. Plus blocking numbers don’t work amoung other hardware issues big waste of money when every dime counts about ready to back to my 10 iPhone,-1,Battery Life & Charging
iphone 12 pro,2,2025-01-05,iphone 12 pro 512gb - good. Phone came in good condition as described. However the battery is horrible runs quickly although I always use low power mode and the phone will shut off at 5% battery.,-1,Screen & Cosmetic Condition
iphone 12 pro,2,2024-01-17,"Charging port damaged. Came with all the necessary parts looked intact and functional. Go to charge it and charging port seems damaged. Even it’s own original charger does not seat right, and will only charge a few minutes before ceasing to charge by wire. Had to get a cheap mag safe charging device to aid in the charging which is slightly inconvenient. Even the USB I use to pull the pictures off won’t seat right and register that it is there. I have precious photos I want off of the phone. This is both annoying and heart breaking. Hence the rating. Guess it’s what I get for second hand.",-1,Battery Life & Charging
iphone 12 pro,2,2024-08-13,"Beware of the products.. I received my iphone12. I tried to make a phone call, and the earpiece did not work. I asked for a replacement. I received the second phone. As soon as it was charged enough for the display to show, there was a white line down the center of the display. Then the display started flashing very bright, in addition the colors were all wrong. Customer service was great, but their products are not as described.",-1,Battery Life & Charging
iphone 12 pro,2,2024-12-08,Defective upon arrival. The phone arrived without a working flash for camera purposes or a working flashlight. The battery life seemed to drain quicker than anticipated. Sent for a return.,-1,Phone Functionality & Defects
iphone 12 pro,2,2024-12-20,"Battery. The battery capacity is dropping very quickly, I bought it at 95 and it's already at 87, which is not normal, so I'll have to send it back.",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2024-08-06,"Troublesome. It started off well. Then the phone arrived. It kept turning itself off. Then an acceptable ""return approved"". And then...well, it took an act of God to get my refund. Amazon cooperated & handled it well! Best advise: "" Do not buy from a 3rd party"". Amazon basically is out of the picture...Heaven forbid you have issues with these 3rd party shambles. Amazon, please cease 3rd party sales!",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-11-28,Battery. Battery wouldn't stay charged for more than4 hours. I bought another renewed phone from same vendor and it is the same.,-1,Phone Functionality & Defects
iphone 12 pro,2,2024-09-21,"Total Loss - not sold a good item. Bought 09/18/2024 Unusable by 01/01/2025 After 90-day period Phone worked fine, then it got stuck in a loop on the window "" support.apple.com/iphone/restore "" Technician I brought it to said it is a motherboard issue and not fixable at their location. Be cautious on these Renewed phones.",-1,Phone Functionality & Defects
iphone 12 pro,2,2023-03-11,"Speakers don’t work well. I bought two, one iPhone 12 mint green and an iPhone 12 Pro blue (this review is the for the pro) amazing phone absolutely beautiful great packaging and quick shipping. However! Speakers barely work!! Super quiet and definitely NOT excellent condition when the speakers don’t work well. Can’t even hear on speaker phone. iPhone 12 regular, same shipping place, absolutely works amazing. Don’t wanna go through the hassle of a return but not happy with the speakers not working well. UPDATE; stopped charging shortly after, speakers and not charging means I had no choice but to PAY to get it fixed and in order to fix those they had to replace the screen as well. Has been nothing but problems since the day I got it (the pro) would NOT recommend",-1,Battery Life & Charging
iphone 12 pro,2,2024-12-10,"Team in beaten.I received the phone hit everywhere in all, it is not worth buying",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2024-11-15,"The screen has a green tint, brightness 70%, battery health 95%.. Product returned. Renewed item but, far from ""premium"". The screen has a green tint (usually happens from water damage) and the brightness about 70% from what it should be. Battery health 95%, low for premium.",-1,Battery Life & Charging
iphone 12 pro,2,2023-07-27,Meh. The phone came packaged great and all but I had issues after the three month return period with the cellular data dropping and service as well. Changing SIM card and carrier had no solution so left to blame the device. Beyond that and the phone overheating and the charging port coming slightly loose Id say it was a great product but prolly just got the short end of the stick. If I could afford to get a new phone every three months it would be great but forced to leave it as subpar. Just buy new or don’t buy an iPhone from Amazon.,-1,Battery Life & Charging
iphone 12 pro,2,2024-06-02,Audio does not work!. Good phone but was disappointed that the speakers do not work. Sad thing is I only found out about the speakers when I used it 3 months after purchase. The buyer approved a return but it was difficult to get someone to return the phone for me since I’m living in the Caribbean. It is really annoying having to put the phone on speaker to hear anything from the phone. You have no privacy whatsoever. Apart from That every other thing works.,-1,Battery Life & Charging
iphone 12 pro,2,2024-02-03,"Cell with details.The product arrived within the deadline, I know that I bought a used product but has many details, with bites at the edges of the acceptable structure, I delivered it as a gift on January 28, 2024, the person began to use it and could not configure the ID with the face, within a few days the upper speaker stops working and barely has less 2 weeks of use, I hope you do not continue to appear more problems.",-1,Battery Life & Charging
iphone 12 pro,2,2024-10-08,Returned. It really shouldn’t be called “renewed”. Wiping down a piece of junk isn’t renewing.. the phone I received had so many scratches and the battery was barely usable,-1,Phone Functionality & Defects
iphone 12 pro,2,2024-10-11,"Battery. Battery showed 90% capacity in settings but after using it for three hours, the battery was at 30%. I sent it back and am waiting for a refund.",-1,Seller & Carrier Unlockability
iphone 12 pro,2,2024-08-29,"iPhone wasn’t OK condition, but the camera was broken. The camera had issues with auto focus and had weird gray lines going across the camera. The battery was good. The screen was scratched and the camera had issues so that’s why I gave it this rating. Be careful what companies you’re ordering from.",-1,Battery Life & Charging
iphone 12 pro,2,2024-07-05,Bad Quality! Buyer warning!. Highly disappointed. I knew a refurbished iPhone wasn’t going to be grade A but they did a poor job with reassembly. The 2 screws at the bottom was loose! The screen they put on wasn’t done right and has the seal sticking out. And I keep getting a warning message about the screen! Phone does work. Just wish they were more honest. Get what you pay for I guess.,-1,Battery Life & Charging
iphone 12 pro,2,2023-04-21,"Not the best value for the price.... I purchased this phone 5 months ago, and originally, I felt confident that this was a great purchase! However, after 2 weeks of this phone not allowing me to access via the touch feature, sending random messages and phone calls to people, and finally taking it in and leaving the Apple store today with a $300 bill; I no longer feel that this was the best purchase. The technician told me that the board was very ""pieced together"" and ""third party"" which contributed to the phone to malfunctioning. I couldn't afford a new phone, so I had to pay to get it fixed. Buyer BEWARE of buying ""refurbished"" iPhones...",-1,Phone Functionality & Defects
iphone 12 pro,2,2024-10-24,Poor sound. Problems with sound . Difficulty hearing what someone is saying and difficulty for them to hear me. I will be returning this item .,-1,Battery Life & Charging
